# Forces      
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
228           	((0.000000e+00 0.000000e+00 -8.741342e-13) (8.321424e-01 -1.370398e-15 -5.418090e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.016834e-13 2.185335e-14 0.000000e+00) (4.706900e-16 1.354522e-17 -1.055959e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
229           	((0.000000e+00 0.000000e+00 -9.923633e-13) (8.314580e-01 -1.478015e-15 -5.859997e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.721885e-14 2.480908e-14 0.000000e+00) (5.078596e-16 1.464999e-17 -1.050871e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
230           	((0.000000e+00 0.000000e+00 -1.313295e-12) (8.307769e-01 -1.773050e-15 -6.279213e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.678253e-13 3.283237e-14 0.000000e+00) (5.394066e-16 1.569803e-17 -1.045829e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
231           	((0.000000e+00 0.000000e+00 7.088645e-15) (8.300991e-01 -1.273680e-15 -5.890841e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.738283e-13 -1.772161e-16 0.000000e+00) (5.264707e-16 1.472710e-17 -1.040831e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
232           	((0.000000e+00 0.000000e+00 -8.053766e-14) (8.294246e-01 -1.105654e-15 -5.362105e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.594507e-14 2.013442e-15 0.000000e+00) (4.803392e-16 1.340526e-17 -1.035878e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
233           	((0.000000e+00 0.000000e+00 -9.349116e-13) (8.287534e-01 -1.321317e-15 -5.485568e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.603607e-14 2.337279e-14 0.000000e+00) (4.872166e-16 1.371392e-17 -1.030969e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
234           	((0.000000e+00 0.000000e+00 -5.484407e-13) (8.280853e-01 -1.209974e-15 -5.426086e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.403543e-14 1.371102e-14 0.000000e+00) (4.916065e-16 1.356521e-17 -1.026104e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
235           	((0.000000e+00 0.000000e+00 -5.886286e-13) (8.274204e-01 -1.287770e-15 -5.238456e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.234704e-14 1.471572e-14 0.000000e+00) (4.674156e-16 1.309614e-17 -1.021282e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
236           	((0.000000e+00 0.000000e+00 3.406845e-13) (8.267587e-01 -7.711256e-16 -4.404455e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.980976e-13 -8.517113e-15 0.000000e+00) (4.080078e-16 1.101114e-17 -1.016503e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
237           	((0.000000e+00 0.000000e+00 -1.383906e-12) (8.261000e-01 -1.326739e-15 -5.339578e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.901698e-13 3.459766e-14 0.000000e+00) (4.464724e-16 1.334895e-17 -1.011768e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
238           	((0.000000e+00 0.000000e+00 -6.643019e-13) (8.254445e-01 -1.204783e-15 -5.598057e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.088953e-15 1.660755e-14 0.000000e+00) (4.699184e-16 1.399514e-17 -1.007075e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
239           	((0.000000e+00 0.000000e+00 -5.595365e-13) (8.247920e-01 -1.236730e-15 -5.351011e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.667792e-14 1.398841e-14 0.000000e+00) (4.517247e-16 1.337753e-17 -1.002424e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
240           	((0.000000e+00 0.000000e+00 -1.137755e-13) (8.241425e-01 -1.021226e-15 -4.614248e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.035043e-14 2.844388e-15 0.000000e+00) (4.041586e-16 1.153562e-17 -9.978155e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
241           	((0.000000e+00 0.000000e+00 -1.261555e-12) (8.234960e-01 -1.424339e-15 -5.239047e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.469665e-13 3.153886e-14 0.000000e+00) (4.528045e-16 1.309762e-17 -9.932485e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
242           	((0.000000e+00 0.000000e+00 -5.637938e-13) (8.228526e-01 -1.280133e-15 -5.274184e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.811111e-14 1.409485e-14 0.000000e+00) (4.507199e-16 1.318546e-17 -9.887229e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
243           	((0.000000e+00 0.000000e+00 -1.504453e-12) (8.222120e-01 -1.749590e-15 -6.066086e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.952656e-13 3.761133e-14 0.000000e+00) (5.087554e-16 1.516521e-17 -9.842384e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
244           	((0.000000e+00 0.000000e+00 5.753127e-13) (8.215744e-01 -9.499115e-16 -5.200327e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.691413e-13 -1.438282e-14 0.000000e+00) (4.508118e-16 1.300082e-17 -9.797946e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
245           	((0.000000e+00 0.000000e+00 -1.146143e-12) (8.209397e-01 -1.320153e-15 -5.796324e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.876301e-14 2.865357e-14 0.000000e+00) (5.029647e-16 1.449081e-17 -9.753914e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
246           	((0.000000e+00 0.000000e+00 -1.107299e-12) (8.203078e-01 -1.535826e-15 -6.135714e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.487935e-13 2.768247e-14 0.000000e+00) (5.167371e-16 1.533929e-17 -9.710283e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
247           	((0.000000e+00 0.000000e+00 2.968049e-14) (8.196788e-01 -1.086806e-15 -5.671299e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.601040e-13 -7.420123e-16 0.000000e+00) (4.866891e-16 1.417825e-17 -9.667052e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
248           	((0.000000e+00 0.000000e+00 -1.399575e-12) (8.190526e-01 -1.595885e-15 -6.115692e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.972974e-13 3.498938e-14 0.000000e+00) (5.163014e-16 1.528923e-17 -9.624216e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
249           	((0.000000e+00 0.000000e+00 -4.170040e-13) (8.184292e-01 -1.282429e-15 -5.980369e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.803503e-14 1.042510e-14 0.000000e+00) (5.247210e-16 1.495092e-17 -9.581773e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
250           	((0.000000e+00 0.000000e+00 -8.126315e-13) (8.178085e-01 -1.483913e-15 -5.824804e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.078267e-13 2.031579e-14 0.000000e+00) (5.029286e-16 1.456201e-17 -9.539720e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
251           	((0.000000e+00 0.000000e+00 -5.370923e-15) (8.171906e-01 -1.117183e-15 -5.322958e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.207867e-13 1.342731e-16 0.000000e+00) (4.732848e-16 1.330740e-17 -9.498053e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
252           	((0.000000e+00 0.000000e+00 -1.592501e-12) (8.165754e-01 -1.698372e-15 -6.115552e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.255821e-13 3.981251e-14 0.000000e+00) (5.128200e-16 1.528888e-17 -9.456771e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
253           	((0.000000e+00 0.000000e+00 -2.417216e-13) (8.159629e-01 -1.295528e-15 -5.834040e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.250191e-13 6.043041e-15 0.000000e+00) (4.973531e-16 1.458510e-17 -9.415869e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
254           	((0.000000e+00 0.000000e+00 6.258569e-13) (8.153531e-01 -7.494608e-16 -4.884097e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.392456e-13 -1.564642e-14 0.000000e+00) (4.375615e-16 1.221024e-17 -9.375345e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
255           	((0.000000e+00 0.000000e+00 -1.259944e-12) (8.147460e-01 -1.234394e-15 -5.237559e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.732530e-13 3.149860e-14 0.000000e+00) (4.553630e-16 1.309390e-17 -9.335197e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
256           	((0.000000e+00 0.000000e+00 -2.020979e-13) (8.141414e-01 -9.527891e-16 -4.904063e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.930973e-14 5.052448e-15 0.000000e+00) (4.391439e-16 1.226016e-17 -9.295420e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
257           	((0.000000e+00 0.000000e+00 -5.117600e-13) (8.135395e-01 -1.023545e-15 -4.954101e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.689587e-14 1.279400e-14 0.000000e+00) (4.363859e-16 1.238525e-17 -9.256012e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
258           	((0.000000e+00 0.000000e+00 -1.546285e-12) (8.129401e-01 -1.493173e-15 -5.675880e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.959264e-13 3.865712e-14 0.000000e+00) (5.065576e-16 1.418970e-17 -9.216971e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
259           	((0.000000e+00 0.000000e+00 -9.878539e-13) (8.123433e-01 -1.521652e-15 -6.127061e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.713812e-14 2.469635e-14 0.000000e+00) (5.445550e-16 1.531765e-17 -9.178293e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
260           	((0.000000e+00 0.000000e+00 -8.962451e-13) (8.117490e-01 -1.577133e-15 -6.308385e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.898386e-14 2.240613e-14 0.000000e+00) (5.503495e-16 1.577096e-17 -9.139975e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
261           	((0.000000e+00 0.000000e+00 -8.446089e-13) (8.111573e-01 -1.612764e-15 -6.369897e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.711296e-14 2.111522e-14 0.000000e+00) (5.526108e-16 1.592474e-17 -9.102015e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
262           	((0.000000e+00 0.000000e+00 -8.997560e-13) (8.105680e-01 -1.667293e-15 -6.446852e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.222917e-14 2.249390e-14 0.000000e+00) (5.670335e-16 1.611713e-17 -9.064410e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
263           	((0.000000e+00 0.000000e+00 5.371678e-14) (8.099813e-01 -1.214044e-15 -5.951596e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.696266e-13 -1.342919e-15 0.000000e+00) (5.297040e-16 1.487899e-17 -9.027156e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
264           	((0.000000e+00 0.000000e+00 -2.026094e-12) (8.093969e-01 -2.019665e-15 -6.982971e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.302376e-13 5.065236e-14 0.000000e+00) (5.882230e-16 1.745743e-17 -8.990251e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
265           	((0.000000e+00 0.000000e+00 2.131697e-13) (8.088151e-01 -1.394629e-15 -6.038637e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.613329e-13 -5.329241e-15 0.000000e+00) (5.293230e-16 1.509659e-17 -8.953692e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
266           	((0.000000e+00 0.000000e+00 -8.878908e-13) (8.082356e-01 -1.581004e-15 -6.177271e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.814806e-14 2.219727e-14 0.000000e+00) (5.246879e-16 1.544318e-17 -8.917477e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
267           	((0.000000e+00 0.000000e+00 6.492194e-13) (8.076585e-01 -8.888292e-16 -5.172363e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.638954e-13 -1.623048e-14 0.000000e+00) (4.537886e-16 1.293091e-17 -8.881602e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
268           	((0.000000e+00 0.000000e+00 -4.439995e-14) (8.070838e-01 -7.494685e-16 -4.647382e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((9.860514e-14 1.109999e-15 0.000000e+00) (4.102709e-16 1.161845e-17 -8.846064e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
269           	((0.000000e+00 0.000000e+00 -8.468704e-13) (8.065114e-01 -1.055267e-15 -4.684886e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.255260e-13 2.117176e-14 0.000000e+00) (4.020706e-16 1.171222e-17 -8.810862e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
270           	((0.000000e+00 0.000000e+00 -1.417930e-12) (8.059414e-01 -1.389091e-15 -5.546154e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.521457e-13 3.544825e-14 0.000000e+00) (4.563430e-16 1.386539e-17 -8.775991e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
271           	((0.000000e+00 0.000000e+00 -5.167144e-13) (8.053737e-01 -1.321338e-15 -5.375076e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.272354e-14 1.291786e-14 0.000000e+00) (4.416033e-16 1.343769e-17 -8.741450e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
272           	((0.000000e+00 0.000000e+00 -1.330422e-12) (8.048083e-01 -1.655038e-15 -6.151104e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.367750e-13 3.326054e-14 0.000000e+00) (4.979313e-16 1.537776e-17 -8.707235e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
273           	((0.000000e+00 0.000000e+00 -1.024493e-12) (8.042451e-01 -1.678395e-15 -6.613208e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.500831e-14 2.561232e-14 0.000000e+00) (5.473317e-16 1.653302e-17 -8.673344e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
274           	((0.000000e+00 0.000000e+00 -8.392716e-13) (8.036843e-01 -1.637189e-15 -6.857937e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.749742e-15 2.098179e-14 0.000000e+00) (5.700604e-16 1.714484e-17 -8.639774e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
275           	((0.000000e+00 0.000000e+00 -1.636241e-13) (8.031256e-01 -1.367567e-15 -6.198171e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.207039e-14 4.090602e-15 0.000000e+00) (5.327236e-16 1.549543e-17 -8.606523e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
276           	((0.000000e+00 0.000000e+00 -8.552804e-14) (8.025692e-01 -1.126788e-15 -5.713371e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.081656e-13 2.138201e-15 0.000000e+00) (4.995727e-16 1.428343e-17 -8.573587e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
277           	((0.000000e+00 0.000000e+00 -6.893380e-13) (8.020150e-01 -1.275016e-15 -5.528448e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.560089e-14 1.723345e-14 0.000000e+00) (4.849407e-16 1.382112e-17 -8.540964e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
278           	((0.000000e+00 0.000000e+00 -1.321114e-13) (8.014630e-01 -1.043989e-15 -4.999809e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.461361e-14 3.302786e-15 0.000000e+00) (4.498188e-16 1.249952e-17 -8.508651e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
279           	((0.000000e+00 0.000000e+00 -2.478917e-12) (8.009132e-01 -2.021605e-15 -6.762115e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.767852e-13 6.197292e-14 0.000000e+00) (5.648710e-16 1.690529e-17 -8.476646e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
280           	((0.000000e+00 0.000000e+00 9.210585e-13) (8.003655e-01 -9.996052e-16 -5.506579e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.289993e-13 -2.302646e-14 0.000000e+00) (4.771340e-16 1.376645e-17 -8.444947e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
281           	((0.000000e+00 0.000000e+00 -3.741710e-13) (7.998199e-01 -1.069983e-15 -4.995864e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.375014e-14 9.354274e-15 0.000000e+00) (4.434989e-16 1.248966e-17 -8.413549e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
282           	((0.000000e+00 0.000000e+00 -1.137487e-12) (7.992765e-01 -1.370294e-15 -5.493045e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.276588e-13 2.843718e-14 0.000000e+00) (4.714418e-16 1.373261e-17 -8.382452e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
283           	((0.000000e+00 0.000000e+00 -1.395722e-12) (7.987352e-01 -1.692783e-15 -6.199392e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.647345e-13 3.489305e-14 0.000000e+00) (5.164973e-16 1.549848e-17 -8.351652e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
284           	((0.000000e+00 0.000000e+00 -1.373779e-12) (7.981959e-01 -1.957133e-15 -6.782547e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.680205e-13 3.434447e-14 0.000000e+00) (5.594945e-16 1.695637e-17 -8.321146e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
285           	((0.000000e+00 0.000000e+00 3.852440e-13) (7.976588e-01 -1.302046e-15 -5.787281e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.241546e-13 -9.631099e-15 0.000000e+00) (4.995110e-16 1.446820e-17 -8.290932e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
286           	((0.000000e+00 0.000000e+00 2.819949e-13) (7.971237e-01 -9.229951e-16 -5.092720e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.029285e-13 -7.049872e-15 0.000000e+00) (4.559030e-16 1.273180e-17 -8.261008e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
287           	((0.000000e+00 0.000000e+00 -1.884545e-12) (7.965906e-01 -1.673222e-15 -6.241815e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.941227e-13 4.711362e-14 0.000000e+00) (5.215974e-16 1.560454e-17 -8.231371e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
288           	((0.000000e+00 0.000000e+00 9.483154e-13) (7.960596e-01 -7.293321e-16 -4.909856e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.193591e-13 -2.370788e-14 0.000000e+00) (4.325024e-16 1.227464e-17 -8.202019e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
289           	((0.000000e+00 0.000000e+00 -1.879982e-12) (7.955305e-01 -1.508088e-15 -5.843975e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.601646e-13 4.699955e-14 0.000000e+00) (4.942354e-16 1.460994e-17 -8.172948e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
290           	((0.000000e+00 0.000000e+00 -8.643545e-13) (7.950035e-01 -1.526429e-15 -6.074443e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.982290e-14 2.160886e-14 0.000000e+00) (5.111757e-16 1.518611e-17 -8.144157e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
291           	((0.000000e+00 0.000000e+00 -1.243063e-12) (7.944785e-01 -1.754355e-15 -6.554384e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.173423e-13 3.107658e-14 0.000000e+00) (5.484189e-16 1.638596e-17 -8.115644e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
292           	((0.000000e+00 0.000000e+00 -7.904015e-13) (7.939554e-01 -1.722436e-15 -6.744308e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.591757e-14 1.976004e-14 0.000000e+00) (5.629452e-16 1.686077e-17 -8.087404e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
293           	((0.000000e+00 0.000000e+00 1.300959e-13) (7.934342e-01 -1.222381e-15 -6.055109e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.979198e-13 -3.252398e-15 0.000000e+00) (5.249725e-16 1.513777e-17 -8.059437e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
294           	((0.000000e+00 0.000000e+00 1.460483e-13) (7.929150e-01 -9.547361e-16 -5.137549e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.192332e-13 -3.651208e-15 0.000000e+00) (4.551336e-16 1.284387e-17 -8.031740e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
295           	((0.000000e+00 0.000000e+00 -6.602592e-13) (7.923977e-01 -1.076077e-15 -5.134219e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.902802e-14 1.650648e-14 0.000000e+00) (4.508600e-16 1.283555e-17 -8.004310e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
296           	((0.000000e+00 0.000000e+00 -1.129283e-12) (7.918824e-01 -1.331842e-15 -5.583440e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.099256e-13 2.823207e-14 0.000000e+00) (4.833975e-16 1.395860e-17 -7.977145e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
297           	((0.000000e+00 0.000000e+00 -6.311085e-13) (7.913689e-01 -1.290299e-15 -5.558356e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.832508e-14 1.577771e-14 0.000000e+00) (4.750051e-16 1.389589e-17 -7.950242e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
298           	((0.000000e+00 0.000000e+00 -6.414109e-13) (7.908573e-01 -1.297513e-15 -5.636676e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.077796e-14 1.603527e-14 0.000000e+00) (4.887242e-16 1.409169e-17 -7.923600e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
299           	((0.000000e+00 0.000000e+00 -8.955122e-13) (7.903476e-01 -1.452755e-15 -6.048145e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.577522e-14 2.238780e-14 0.000000e+00) (5.021188e-16 1.512036e-17 -7.897216e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
300           	((0.000000e+00 0.000000e+00 -4.839912e-13) (7.898397e-01 -1.325623e-15 -5.905242e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.050746e-14 1.209978e-14 0.000000e+00) (4.920631e-16 1.476310e-17 -7.871087e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
301           	((0.000000e+00 0.000000e+00 -7.782035e-13) (7.893336e-01 -1.428493e-15 -5.713060e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.091128e-14 1.945509e-14 0.000000e+00) (4.892622e-16 1.428265e-17 -7.845211e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
302           	((0.000000e+00 0.000000e+00 -1.096327e-12) (7.888294e-01 -1.632007e-15 -6.103335e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.123203e-13 2.740817e-14 0.000000e+00) (5.165781e-16 1.525834e-17 -7.819586e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
303           	((0.000000e+00 0.000000e+00 3.436286e-13) (7.883270e-01 -1.009255e-15 -5.429492e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.347700e-13 -8.590715e-15 0.000000e+00) (4.751521e-16 1.357373e-17 -7.794211e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
304           	((0.000000e+00 0.000000e+00 -1.579463e-12) (7.878264e-01 -1.682577e-15 -5.853105e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.766627e-13 3.948657e-14 0.000000e+00) (4.978184e-16 1.463276e-17 -7.769081e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
305           	((0.000000e+00 0.000000e+00 9.407397e-13) (7.873276e-01 -7.405378e-16 -4.571102e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.494033e-13 -2.351849e-14 0.000000e+00) (4.233969e-16 1.142775e-17 -7.744196e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
306           	((0.000000e+00 0.000000e+00 -6.051504e-13) (7.868306e-01 -9.614112e-16 -4.500517e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.055874e-14 1.512876e-14 0.000000e+00) (4.094480e-16 1.125129e-17 -7.719552e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
307           	((0.000000e+00 0.000000e+00 -7.220482e-13) (7.863353e-01 -1.067894e-15 -4.646807e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.610233e-14 1.805120e-14 0.000000e+00) (4.063778e-16 1.161702e-17 -7.695148e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
308           	((0.000000e+00 0.000000e+00 -1.644188e-12) (7.858417e-01 -1.545274e-15 -5.501790e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.154504e-13 4.110470e-14 0.000000e+00) (4.740482e-16 1.375448e-17 -7.670982e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
309           	((0.000000e+00 0.000000e+00 -6.597902e-13) (7.853499e-01 -1.467853e-15 -5.726843e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.265397e-14 1.649476e-14 0.000000e+00) (4.859542e-16 1.431711e-17 -7.647051e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
310           	((0.000000e+00 0.000000e+00 4.024424e-13) (7.848599e-01 -9.270076e-16 -4.992352e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.117022e-13 -1.006106e-14 0.000000e+00) (4.365584e-16 1.248088e-17 -7.623354e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
311           	((0.000000e+00 0.000000e+00 -1.297335e-12) (7.843715e-01 -1.370502e-15 -5.650606e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.487359e-13 3.243336e-14 0.000000e+00) (4.836072e-16 1.412651e-17 -7.599887e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
312           	((0.000000e+00 0.000000e+00 -2.908686e-13) (7.838848e-01 -1.106443e-15 -5.301193e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.722283e-14 7.271714e-15 0.000000e+00) (4.738961e-16 1.325298e-17 -7.576649e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
313           	((0.000000e+00 0.000000e+00 -3.088958e-13) (7.833999e-01 -1.060925e-15 -5.055081e-16) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.023940e-14 7.722394e-15 0.000000e+00) (4.386296e-16 1.263770e-17 -7.553638e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
